chrA	posA	chrB	posB	contactCount	p.value	q.value	interactionID	interactionID_final
2	51335000	9	87705000	6	7.085012e-20	5.640976e-12	interaction_782909	interaction_2841
2	52065000	3	69375000	5	3.544411e-16	4.434243e-09	interaction_783285	interaction_2842
2	53215000	3	22095000	5	1.517138e-16	2.436887e-09	interaction_783880	interaction_2843
2	53885000	5	124475000	5	1.25192e-16	2.143051e-09	interaction_784245	interaction_2844
2	54065000	7	47045000	6	2.199174e-18	9.852274e-11	interaction_784344	interaction_2845
2	55345000	7	104925000	6	1.299614e-18	6.407594e-11	interaction_784974	interaction_2846
2	55685000	8	38675000	5	3.833713e-16	4.685329e-09	interaction_785093	interaction_2847
2	56045000	20	60205000	5	4.150377e-16	4.97594e-09	interaction_785237	interaction_2848
2	56115000	3	33735000	6	4.010101e-17	9.489835e-10	interaction_785278	interaction_2849
2	56805000	9	76225000	6	5.488677e-19	3.12374e-11	interaction_785618	interaction_2850
2	57025000	7	136255000	5	8.838849e-16	8.380559e-09	interaction_785730	interaction_2851
2	57885000	7	109385000	5	4.503974e-16	5.244482e-09	interaction_786103	interaction_2852
2	59665000	4	171845000	6	5.242174e-17	1.156265e-09	interaction_786964	interaction_2853
2	60525000	4	77625000	5	9.111895e-16	8.558476e-09	interaction_787411	interaction_2854
2	60875000	7	146525000	5	5.970864e-17	1.278455e-09	interaction_787553	interaction_2855
2	60935000	9	23065000	7	3.671935e-23	7.233882e-15	interaction_787589	interaction_2856
2	61255000	5	13185000	5	2.11132e-18	9.523474e-11	interaction_787705	interaction_2857
2	62705000	4	28425000	5	2.865398e-16	3.82876e-09	interaction_788136	interaction_2858
2	63145000	6	82645000	5	7.574337e-16	7.526837e-09	interaction_788378	interaction_2859
2	63225000	20	19555000	6	4.876163e-18	1.878266e-10	interaction_788417	interaction_2860
2	63585000	3	77115000	6	3.668962e-19	2.240209e-11	interaction_788575	interaction_2861
2	63875000	22	26755000	5	1.462014e-17	4.466289e-10	interaction_788688	interaction_2862
2	66195000	22	28505000	6	1.713432e-19	1.202247e-11	interaction_789821	interaction_2863
2	68265000	7	135255000	5	6.138892e-16	6.490763e-09	interaction_790825	interaction_2864
2	68705000	6	138375000	5	2.517139e-16	3.494062e-09	interaction_790999	interaction_2865
2	68915000	5	64455000	6	2.125041e-18	9.566646e-11	interaction_791113	interaction_2866
2	70125000	8	114175000	5	1.901989e-16	2.872707e-09	interaction_791666	interaction_2867
2	7125000	3	45815000	6	2.36929e-17	6.432396e-10	interaction_792038	interaction_2868
2	72775000	7	8215000	5	3.454868e-16	4.361069e-09	interaction_792701	interaction_2869
2	7285000	20	14125000	5	4.26252e-16	5.059173e-09	interaction_792718	interaction_2870
2	76275000	3	140825000	5	6.619949e-17	1.372801e-09	interaction_794070	interaction_2871
2	78365000	9	10325000	5	5.635641e-16	6.11556e-09	interaction_795113	interaction_2872
2	78485000	3	60325000	5	2.557294e-16	3.531723e-09	interaction_795180	interaction_2873
2	79205000	4	31885000	6	1.916554e-19	1.330593e-11	interaction_795544	interaction_2874
2	79285000	8	6585000	5	3.006186e-17	7.686212e-10	interaction_795606	interaction_2875
2	79575000	8	23115000	5	1.040378e-16	1.888207e-09	interaction_795749	interaction_2876
2	8135000	3	16145000	5	2.411952e-16	3.395077e-09	interaction_796596	interaction_2877
2	81345000	20	16285000	6	2.49567e-17	6.684957e-10	interaction_796607	interaction_2878
2	82985000	6	83025000	5	9.441703e-16	8.775803e-09	interaction_797353	interaction_2879
2	83485000	21	19455000	6	8.272166e-18	2.837345e-10	interaction_797571	interaction_2880
2	83895000	5	13475000	5	2.437574e-16	3.420055e-09	interaction_797790	interaction_2881
2	84065000	5	161955000	5	1.376183e-16	2.285942e-09	interaction_797895	interaction_2882
2	84115000	7	149445000	6	2.957617e-17	7.578845e-10	interaction_797933	interaction_2883
2	84145000	5	43275000	6	3.578149e-19	2.196397e-11	interaction_797955	interaction_2884
2	85375000	3	109825000	6	3.333494e-17	8.253007e-10	interaction_798534	interaction_2885
2	86695000	9	98165000	5	1.124983e-16	1.990139e-09	interaction_798913	interaction_2886
2	89185000	8	111495000	5	1.003376e-15	9.166606e-09	interaction_799486	interaction_2887
2	91765000	9	38765000	5	1.740796e-17	5.091947e-10	interaction_799695	interaction_2888
2	91775000	4	4225000	5	5.186156e-16	5.773413e-09	interaction_799701	interaction_2889
2	91795000	7	56905000	5	5.186156e-16	5.773413e-09	interaction_799738	interaction_2890
2	95875000	20	61895000	5	7.779596e-17	1.539194e-09	interaction_799971	interaction_2891
2	96865000	3	35485000	5	3.274656e-17	8.169691e-10	interaction_800141	interaction_2892
2	99395000	9	32945000	5	7.559416e-16	7.51525e-09	interaction_800865	interaction_2893
2	99505000	8	15315000	6	5.307641e-17	1.168469e-09	interaction_800908	interaction_2894
2	9965000	5	104225000	5	1.195435e-16	2.070968e-09	interaction_800955	interaction_2895
3	101385000	4	29845000	5	6.242459e-17	1.317705e-09	interaction_801560	interaction_2896
3	102095000	7	148995000	6	4.908552e-18	1.885665e-10	interaction_801806	interaction_2897
3	106375000	7	74135000	7	6.793261e-22	9.878962e-14	interaction_803458	interaction_2898
3	109355000	5	79275000	6	2.2328e-16	3.215559e-09	interaction_804546	interaction_2899
3	109825000	7	117805000	5	4.914751e-16	5.570826e-09	interaction_804719	interaction_2900
3	111275000	8	128535000	26	1.713252e-96	9.872418e-87	interaction_805281	interaction_2901
3	114835000	7	51835000	5	1.020283e-15	9.269582e-09	interaction_806720	interaction_2902
3	115305000	8	50315000	5	3.572254e-16	4.460266e-09	interaction_806930	interaction_2903
3	11585000	4	19985000	5	6.319273e-16	6.617734e-09	interaction_807159	interaction_2904
3	117115000	9	26165000	6	5.544843e-17	1.206287e-09	interaction_807742	interaction_2905
3	118295000	4	116735000	5	5.348714e-16	5.881937e-09	interaction_808235	interaction_2906
3	118485000	6	122355000	6	9.72525e-19	5.059323e-11	interaction_808299	interaction_2907
3	119715000	9	96045000	5	1.263919e-16	2.15911e-09	interaction_808759	interaction_2908
3	119795000	6	12785000	5	5.941013e-17	1.274431e-09	interaction_808774	interaction_2909
3	120085000	6	56525000	5	1.519327e-17	4.580745e-10	interaction_808887	interaction_2910
3	1215000	5	108325000	5	4.694156e-16	5.397761e-09	interaction_809252	interaction_2911
3	121145000	5	50355000	5	4.290675e-16	5.074299e-09	interaction_809310	interaction_2912
3	122535000	6	164505000	5	1.902296e-16	2.872707e-09	interaction_809761	interaction_2913
3	12385000	5	35985000	6	3.781754e-17	9.082363e-10	interaction_810165	interaction_2914
3	124415000	5	114935000	5	1.927222e-16	2.892972e-09	interaction_810454	interaction_2915
3	12785000	7	32925000	5	6.765561e-16	6.96019e-09	interaction_811354	interaction_2916
3	128195000	6	140125000	5	2.826167e-17	7.386482e-10	interaction_811458	interaction_2917
3	129415000	4	23035000	6	2.959205e-20	2.680091e-12	interaction_811675	interaction_2918
3	129615000	7	90195000	5	8.0546e-16	7.853419e-09	interaction_811771	interaction_2919
3	131355000	6	66575000	5	4.507204e-17	1.031668e-09	interaction_812282	interaction_2920
3	131575000	4	80125000	6	8.362387e-18	2.85978e-10	interaction_812352	interaction_2921
3	134025000	7	41945000	5	1.495977e-17	4.534099e-10	interaction_813147	interaction_2922
3	135035000	6	123845000	5	6.60331e-16	6.83906e-09	interaction_813378	interaction_2923
3	136005000	4	169295000	5	1.196551e-16	2.071624e-09	interaction_813587	interaction_2924
3	136005000	8	49365000	5	7.270031e-17	1.46478e-09	interaction_813588	interaction_2925
3	136895000	5	55805000	6	1.370191e-18	6.677015e-11	interaction_813815	interaction_2926
3	139235000	7	88175000	5	1.624627e-16	2.558723e-09	interaction_814438	interaction_2927
3	140245000	5	86485000	6	1.559486e-18	7.488633e-11	interaction_814776	interaction_2928
3	141265000	5	180225000	6	1.37251e-20	1.381473e-12	interaction_815098	interaction_2929
3	141635000	6	28465000	5	3.463166e-16	4.364374e-09	interaction_815201	interaction_2930
3	142265000	6	38095000	5	3.629079e-16	4.508144e-09	interaction_815389	interaction_2931
3	143635000	4	132185000	5	2.985346e-16	3.934585e-09	interaction_815927	interaction_2932
3	144035000	8	69235000	5	5.072318e-16	5.6864e-09	interaction_816066	interaction_2933
3	144515000	7	32495000	5	3.43151e-16	4.344671e-09	interaction_816236	interaction_2934
3	145005000	9	121755000	5	8.794408e-16	8.351271e-09	interaction_816445	interaction_2935
3	14625000	9	38715000	5	3.905831e-16	4.754561e-09	interaction_816984	interaction_2936
3	146315000	4	188065000	6	4.427323e-20	3.814869e-12	interaction_817029	interaction_2937
3	146675000	9	103215000	5	2.168457e-16	3.154429e-09	interaction_817171	interaction_2938
3	150445000	9	111575000	5	1.699616e-16	2.644305e-09	interaction_818459	interaction_2939
3	150845000	4	167465000	5	4.932129e-16	5.580918e-09	interaction_818588	interaction_2940
3	154945000	5	119925000	5	7.801818e-16	7.688602e-09	interaction_820094	interaction_2941
3	155925000	7	117545000	6	7.735619e-18	2.689328e-10	interaction_820459	interaction_2942
3	158215000	9	97365000	5	2.798148e-16	3.766191e-09	interaction_821260	interaction_2943
3	158385000	9	101895000	6	4.658704e-18	1.810809e-10	interaction_821333	interaction_2944
3	159425000	7	117665000	6	8.979932e-20	6.8795e-12	interaction_821711	interaction_2945
3	162475000	7	8865000	5	1.507479e-16	2.428197e-09	interaction_822785	interaction_2946
3	164825000	6	94765000	5	4.310074e-16	5.092396e-09	interaction_823618	interaction_2947
3	165825000	7	131715000	5	1.48258e-16	2.401155e-09	interaction_823972	interaction_2948
3	167855000	5	77735000	5	4.328556e-16	5.103387e-09	interaction_824760	interaction_2949
3	168595000	5	53695000	6	1.068032e-16	1.921612e-09	interaction_825063	interaction_2950
3	169235000	4	182015000	5	7.191636e-16	7.259204e-09	interaction_825354	interaction_2951
3	16935000	4	147775000	6	2.297257e-20	2.156852e-12	interaction_825394	interaction_2952
3	170745000	7	151075000	5	1.244654e-16	2.135086e-09	interaction_825856	interaction_2953
3	171185000	9	131575000	5	2.505098e-16	3.481542e-09	interaction_826077	interaction_2954
3	171685000	5	9935000	5	2.162933e-16	3.148909e-09	interaction_826233	interaction_2955
3	172575000	6	154035000	5	8.559348e-16	8.198603e-09	interaction_826516	interaction_2956
3	172615000	4	161635000	5	4.355922e-16	5.125166e-09	interaction_826536	interaction_2957
3	173155000	6	143515000	5	5.96535e-16	6.355006e-09	interaction_826752	interaction_2958
3	175195000	8	70235000	5	4.69956e-16	5.401282e-09	interaction_827634	interaction_2959
3	177465000	8	63825000	13	1.393736e-41	2.379628e-32	interaction_828430	interaction_2960
3	178565000	4	179255000	5	3.610496e-16	4.491099e-09	interaction_828843	interaction_2961
3	179825000	4	91775000	5	1.65534e-16	2.59204e-09	interaction_829312	interaction_2962
3	18025000	8	30355000	5	4.041746e-16	4.878784e-09	interaction_829457	interaction_2963
3	182065000	5	75625000	5	1.18925e-16	2.065358e-09	interaction_830058	interaction_2964
3	183285000	4	189995000	5	6.847602e-17	1.408604e-09	interaction_830453	interaction_2965
3	183875000	6	96185000	5	1.13356e-16	1.999851e-09	interaction_830623	interaction_2966
3	184525000	5	79765000	5	3.349334e-16	4.279653e-09	interaction_830770	interaction_2967
3	185125000	4	126655000	6	5.466798e-19	3.11899e-11	interaction_830990	interaction_2968
3	190725000	5	95765000	6	2.189352e-17	6.076287e-10	interaction_832978	interaction_2969
3	190785000	9	91045000	5	7.920781e-16	7.762345e-09	interaction_832999	interaction_2970
3	192275000	7	24815000	5	9.346379e-16	8.725384e-09	interaction_833634	interaction_2971
3	192665000	8	60685000	5	3.455136e-17	8.490331e-10	interaction_833792	interaction_2972
3	193235000	7	123255000	5	5.888364e-16	6.304651e-09	interaction_834000	interaction_2973
3	195135000	8	133985000	5	5.308884e-16	5.852097e-09	interaction_834629	interaction_2974
3	195245000	4	56585000	6	1.638225e-18	7.761629e-11	interaction_834655	interaction_2975
3	196135000	8	119475000	5	1.105098e-15	9.813912e-09	interaction_834842	interaction_2976
3	196285000	6	162675000	5	1.59791e-17	4.755466e-10	interaction_834892	interaction_2977
3	197555000	6	42665000	5	2.432156e-16	3.417256e-09	interaction_835269	interaction_2978
3	19995000	9	85795000	6	5.167957e-17	1.145161e-09	interaction_835450	interaction_2979
3	22205000	8	89835000	5	5.651243e-16	6.11556e-09	interaction_836212	interaction_2980
3	22325000	7	8315000	6	1.950372e-18	9.009053e-11	interaction_836248	interaction_2981
3	22355000	7	43755000	6	3.797362e-18	1.540976e-10	interaction_836267	interaction_2982
3	23945000	6	165835000	5	3.688898e-16	4.561556e-09	interaction_836770	interaction_2983
3	26035000	6	157115000	5	5.00632e-16	5.637195e-09	interaction_837499	interaction_2984
3	26035000	8	87505000	5	1.413152e-16	2.319658e-09	interaction_837500	interaction_2985
3	26315000	4	33855000	5	1.033078e-15	9.36373e-09	interaction_837598	interaction_2986
3	26745000	5	65615000	6	4.899449e-17	1.101757e-09	interaction_837771	interaction_2987
3	2685000	4	90935000	5	2.699327e-16	3.663129e-09	interaction_837799	interaction_2988
3	28525000	4	110765000	5	8.164599e-17	1.588493e-09	interaction_838333	interaction_2989
3	29105000	6	120305000	6	1.539087e-18	7.406104e-11	interaction_838581	interaction_2990
3	29515000	5	61155000	5	7.027599e-16	7.140295e-09	interaction_838784	interaction_2991
3	31385000	7	36155000	8	7.807038e-25	2.009693e-16	interaction_839498	interaction_2992
3	31385000	8	5545000	6	1.560375e-17	4.676972e-10	interaction_839501	interaction_2993
3	3225000	5	27455000	5	6.235115e-16	6.562399e-09	interaction_839766	interaction_2994
3	32375000	9	5325000	5	2.801971e-16	3.769136e-09	interaction_839810	interaction_2995
3	32615000	5	179185000	5	9.728049e-18	3.207826e-10	interaction_839907	interaction_2996
3	33155000	7	145235000	5	8.124069e-16	7.894437e-09	interaction_840017	interaction_2997
3	33755000	9	122055000	5	8.238677e-16	7.975545e-09	interaction_840207	interaction_2998
3	34215000	5	52425000	5	3.689333e-16	4.561556e-09	interaction_840376	interaction_2999
3	34725000	6	100825000	5	1.263673e-16	2.15911e-09	interaction_840530	interaction_3000
3	35205000	6	50235000	5	6.505649e-16	6.766797e-09	interaction_840704	interaction_3001
3	35725000	5	11965000	5	1.084524e-15	9.692821e-09	interaction_840927	interaction_3002
3	3585000	4	141325000	5	1.290911e-16	2.194314e-09	interaction_840958	interaction_3003
3	41355000	9	135295000	5	5.479852e-16	5.991844e-09	interaction_842636	interaction_3004
3	42095000	6	3045000	5	3.975639e-16	4.821713e-09	interaction_842865	interaction_3005
3	42795000	6	89475000	5	3.05181e-16	3.995615e-09	interaction_843053	interaction_3006
3	45555000	4	113805000	6	1.553994e-19	1.10552e-11	interaction_843996	interaction_3007
3	48475000	9	12765000	5	2.831126e-17	7.386482e-10	interaction_844745	interaction_3008
3	52225000	8	75985000	5	2.330498e-17	6.35327e-10	interaction_845539	interaction_3009
3	52465000	7	77325000	5	2.502999e-16	3.479673e-09	interaction_845581	interaction_3010
3	53025000	5	90485000	5	2.521533e-16	3.494899e-09	interaction_845734	interaction_3011
3	55935000	9	121005000	5	4.517793e-16	5.252994e-09	interaction_846661	interaction_3012
3	56425000	9	101375000	5	4.312589e-16	5.093682e-09	interaction_846860	interaction_3013
3	56595000	4	78105000	5	8.407608e-16	8.093192e-09	interaction_846901	interaction_3014
3	57085000	4	181995000	5	6.595619e-17	1.369599e-09	interaction_847054	interaction_3015
3	57145000	7	130495000	5	8.598513e-16	8.228847e-09	interaction_847076	interaction_3016
3	57845000	5	22085000	5	3.087005e-16	4.025688e-09	interaction_847302	interaction_3017
3	58415000	6	80255000	5	7.395133e-16	7.403015e-09	interaction_847451	interaction_3018
3	59005000	8	54755000	5	1.081476e-15	9.671206e-09	interaction_847640	interaction_3019
3	60005000	6	133545000	5	2.868384e-16	3.830529e-09	interaction_847952	interaction_3020
3	60575000	9	8145000	6	3.355251e-18	1.395379e-10	interaction_848164	interaction_3021
3	61715000	8	38625000	5	3.062127e-17	7.80759e-10	interaction_848578	interaction_3022
3	61955000	6	113855000	5	9.21005e-17	1.730134e-09	interaction_848685	interaction_3023
3	62565000	6	163635000	5	3.741153e-16	4.601486e-09	interaction_848928	interaction_3024
3	62925000	5	90055000	6	1.018963e-18	5.260163e-11	interaction_849029	interaction_3025
3	64385000	4	141575000	5	1.56897e-16	2.494931e-09	interaction_849522	interaction_3026
3	66435000	6	86095000	5	2.239893e-16	3.219371e-09	interaction_850224	interaction_3027
3	66565000	8	15025000	5	1.462701e-16	2.377616e-09	interaction_850272	interaction_3028
3	67185000	6	148025000	5	3.432242e-16	4.344671e-09	interaction_850493	interaction_3029
3	67675000	6	84975000	6	1.288383e-16	2.190826e-09	interaction_850662	interaction_3030
3	67935000	7	84625000	6	6.173887e-18	2.253448e-10	interaction_850728	interaction_3031
3	68435000	4	13135000	5	4.054628e-16	4.891773e-09	interaction_850928	interaction_3032
3	68455000	6	124695000	6	1.402008e-17	4.305882e-10	interaction_850939	interaction_3033
3	68665000	7	107475000	5	3.419913e-16	4.333558e-09	interaction_851011	interaction_3034
3	75000	5	159365000	6	4.537028e-19	2.660977e-11	interaction_851480	interaction_3035
3	7195000	6	41085000	6	7.122892e-17	1.445241e-09	interaction_852238	interaction_3036
3	73675000	9	96605000	5	7.929275e-16	7.767367e-09	interaction_852786	interaction_3037
3	74335000	5	141375000	5	5.489771e-17	1.198264e-09	interaction_853092	interaction_3038
3	74885000	7	146265000	5	2.753237e-17	7.248526e-10	interaction_853304	interaction_3039
3	7495000	6	44795000	6	2.346627e-19	1.528259e-11	interaction_853317	interaction_3040
3	75805000	6	81685000	6	1.006268e-18	5.206286e-11	interaction_853540	interaction_3041
3	77755000	5	24425000	5	3.27712e-16	4.217539e-09	interaction_854429	interaction_3042
